NAME,PER (orbital period) ,ECC ( e or g =ecentricity),A (semi major axis),MASS,R (radius of the planet),I (inclenation idk)
,s,,au,kg,au,deg
K2-12 b,715604.544,,0.080381,3.230998803E+025,9.60634025053811E-05,87.6
Kepler-910 b,204281.482464,0,0.0375152,2.714875182E+024,3.48862685330018E-05,
Kepler-126 d,8664462.7776,,0.422434,3.733717602E+025,0.00010658710825,
Kepler-91 b,539704.512,0.066,0.0726449,1.5348312333E+027,0.000653453262209,69.68
Kepler-1506 b,1212443.89056,0,0.11193,1.4703001164E+025,5.63915025601947E-05,
HAT-P-38 b,400929.0048,0.067,0.0522992,5.080332603E+026,0.000394262623832,88.3
Kepler-1602 b,965892.90672,0,0.104553,1.5562960368E+025,5.7347290739181E-05,
Kepler-18 d,1283807.232,0.000521567,0.117171,9.797292E+025,0.000297591340045,88.07
Kepler-1077 b,2967942.59136,0,0.208178,4.402686573E+025,0.000118039840105,
Kepler-380 b,339622.9344,,0.0487448,1.0233632247E+025,5.07356260110429E-05,
Kepler-1580 b,4894121.77056,0,0.328211,2.975775549E+025,8.98440888247169E-05,
HD 32963 b,204940800,0.07,3.5161,1.32909E+027,,
Kepler-132 d,1556081.1936,,0.134468,2.20325148E+025,6.60841504832952E-05,
Kepler-228 b,221749.5744,,0.0366865,2.387691198E+025,6.52311095335499E-05,
mu Ara e,26831519.136,0.0666,0.93961,1.0316054814E+027,,
Kepler-97 b,223485.696,0,0.036125,2.030488767E+025,6.30997018944103E-05,
WASP-96 b,295942.48128,0,0.0453489,9.11376E+026,0.000573472907392,85.6
EPIC 211945201 b,1684120.032,0,0.14979,1.6014433254E+026,0.000267386999906,87.9
Kepler-1229 b,7502024.6496,0,0.312498,1.7850381219E+025,5.97367611866469E-05,
Kepler-518 b,735439.900032,0,0.0804858,2.975775549E+025,8.98440888247169E-05,
Kepler-139 b,1362618.2016,,0.123078,4.907493942E+025,0.000125346362839,
Kepler-952 b,11262645.38016,0,0.503142,3.459298491E+026,0.000325923769034,
Kepler-375 b,1047680.6976,,0.103296,2.00085006E+025,6.18203794168371E-05,
Kepler-1285 b,1278438.83712,0,0.125346,5.060700045E+024,4.15767857859062E-05,
HD 136118 b,102582720,0.338,2.33328,2.217852483E+028,,
Kepler-182 b,848948.4288,,0.0897811,3.918556047E+025,0.000109997838367,
Kepler-1313 b,331179.077952,0,0.0466196,2.464531587E+025,7.50293720504285E-05,
HD 6434 b,1900627.1136,0.17,0.142061,7.541541465E+026,,
HD 5319 b,55382400,0.02,1.6698,3.352059915E+027,,
Kepler-306 e,3874260.24,,0.247015,3.262327353E+025,9.67811994277998E-05,
Kepler-1519 b,20805028.39008,0,0.742026,2.751273261E+026,0.000301073276381,
Kepler-253 b,326936.3904,,0.0475233,2.299781388E+025,6.9494880600008E-05,
WASP-151 b,391691.8944,0,0.0549549,6.01261329E+026,0.000548101510181,89.2
Kepler-259 b,701163.3888,,0.0790333,4.490254617E+025,0.000119377465661,
Kepler-1586 b,1348265.19168,0,0.138326,2.359381581E+025,6.49935961710718E-05,
Kepler-1172 b,2248166.21472,0,0.167139,5.786630016E+025,0.000136199815506,
Kepler-1501 b,1257677.56512,0,0.123985,2.212820928E+025,6.64272784395513E-05,
HD 231701 b,12234240.864,0.1,0.555583,2.063260329E+027,,
Kepler-666 b,388692.943488,0,0.0538618,3.515727855E+025,0.000102269335152,
PH-2 b,24410203.2,0.41,0.825444,9.269415426E+026,0.000431080062381,89.83
Kepler-1027 b,164834.36928,0,0.0291727,3.590080947E+024,3.77536330699608E-05,
CoRoT-18 b,164165.98752,0.04,0.0295483,6.619855524E+027,0.000626041257236,86.5
Kepler-703 b,396016.280064,0,0.0570646,6.634399566E+026,0.000349818473509,
Kepler-1505 b,2666384.92224,0,0.187949,4.278872346E+024,3.96652094279335E-05,
Kepler-203 d,978887.808,,0.0987232,1.955433156E+025,6.13940978890092E-05,
HD 75898 b,36132480.864,0.1,1.18906,4.775306448E+027,,
HATS-25 b,371402.77248,0,0.0516466,1.1640568947E+027,0.000616416470274,86.93
Kepler-776 b,423117.029376,0,0.0530392,1.3075473498E+025,5.4479926202222E-05,
Kepler-876 b,444474.441504,0,0.0543655,1.931870289E+025,6.11704434551264E-05,
Kepler-224 b,270684.6336,,0.0419025,1.7380756761E+025,5.92626902498696E-05,
Kepler-1459 b,5431895.51904,0,0.284837,1.6004635962E+025,5.78251848286742E-05,
Kepler-710 b,375605.469792,0,0.0510655,2.632661472E+025,8.02862070348534E-05,
Kepler-806 b,699165.770688,0,0.0786193,8.902073937E+024,4.87451971283039E-05,
Kepler-205 b,238087.296,,0.038467,2.287041111E+025,6.43785464778941E-05,
WASP-114 b,133814.09952,0.012,0.0285236,3.357528171E+027,0.000654762692015,83.96
KOI-4427 b,12757875.84,0,0.441345,2.572434708E+025,7.84487042607521E-05,89.97
Kepler-612 b,321594.313824,0,0.0466887,4.593012261E+025,0.000120907204642,
MOA-2008-BLG-310L b,,,,4.36701E+026,,
KIC 11442793 g,18196442.208,,0.736177,4.130868681E+026,0.000345517426704,89.8
GJ 1214 b,136546.976448,0,0.0143253,3.863987409E+025,0.00011416889798,90
Kepler-824 b,390041.250912,0,0.0560063,2.616826314E+025,7.98083129453602E-05,
Kepler-1451 b,3077760.9312,0,0.211879,6.414055431E+025,0.000142890332758,
Kepler-268 c,7209768.3552,,0.373719,6.535553244E+025,0.000144105617428,
Kepler-135 c,989168.3712,,0.0994132,9.363913725E+024,4.94563035334697E-05,
Kepler-265 c,1471300.1568,,0.129538,4.040072847E+025,0.0001121297239,
Kepler-1296 b,724376.4336,0,0.0771045,3.923340771E+024,3.87094212489472E-05,
Kepler-1480 b,1911755.475072,0,0.146114,2.349565302E+025,7.12062193344831E-05,
Kepler-620 b,1115748.372384,0,0.11286,6.273760488E+025,0.00014145665049,
HD 164595 b,3456000,0.088,0.228139,9.642434028E+025,,
16 Cyg B b,68990400,0.681,1.66027,3.113811039E+027,,
HAT-P-25 b,315605.0304,0.032,0.0465813,1.0769065647E+027,0.000568693966497,87.6
Kepler-341 e,3669690.4416,,0.238241,2.78957004E+025,8.48434050722603E-05,
HD 213240 b,76265280,0.421,1.88529,8.605838763E+027,,
Kepler-1577 b,544804.053408,0,0.0614878,8.600218611E+024,4.82673030388107E-05,
Kepler-1409 b,66084.329952,0,0.0153823,6.423757788E+024,4.44441503228653E-05,
Kepler-1352 b,162249.0696,0,0.0308432,3.590080947E+024,3.77536330699608E-05,
Kepler-1249 b,2102519.17728,0,0.174156,3.469741341E+025,0.000101313546973,
Kepler-1269 b,3225584.47104,0,0.225667,2.294028327E+025,6.92946429765104E-05,
HAT-P-45 b,270344.9088,0.049,0.0452185,1.6936404E+027,0.000681476971617,87.8
HD 221585 b,101347200,0.123,2.30768,3.066077721E+027,,
Kepler-399 b,1246344.2784,,0.115973,4.785065766E+024,4.09294782416877E-05,
Kepler-341 c,692099.424,,0.0783507,2.38723551E+025,7.24793291888929E-05,
Kepler-925 b,2926182.50784,0,0.187771,3.40228053E+025,9.98798647040736E-05,
Kepler-265 d,3726485.3088,,0.240693,3.711426864E+025,0.000106160826722,
Kepler-677 b,568107.369792,0,0.0686885,1.8311746332E+026,0.000229389162957,
HD 33844 b,47640960,0.15,1.59543,3.721452E+027,,
HATS-32 b,243013.37472,0,0.040253,1.7446053054E+027,0.000610849004131,87.1
Kepler-243 c,1730265.2352,,0.144324,2.78957004E+025,8.48434050722603E-05,
Kepler-561 b,5042481.0768,0,0.290481,2.642401803E+026,0.000296772229575,
HD 12661 b,22698023.904,0.376834,0.838172,4.44447696E+027,,
Kepler-467 b,2159416.102752,0,0.17004,3.230713998E+025,9.60567119881282E-05,
Kepler-1107 b,49337.728128,0,0.01281,1.5562960368E+025,5.7347290739181E-05,
Kepler-9 c,3361703.904,0.132575,0.22473,3.202556277E+026,0.000393306835653,88.12
HD 74156 c,217728000,0.38,3.8997,1.5657895368E+028,,
Kepler-165 c,1323042.336,,0.120683,3.188562858E+025,9.50755954223987E-05,
Kepler-790 b,1186677.913248,0,0.105904,3.089963367E+025,9.2711453361676E-05,
Kepler-326 d,584659.1232,,0.0700163,1.084138713E+025,5.15881890666988E-05,
WASP-47 c,49420800,0.13,1.36067,2.348369121E+027,,
Kepler-31 c,3683387.52,0,0.254502,1.0973897403E+026,0.000178906820813,
Kepler-82 b,2284761.6,,0.16455,9.834563481E+025,0.000170608189949,
Kepler-573 b,1916636.824512,0,0.153993,4.465039881E+025,0.000118995628284,
Kepler-1288 b,238569.771744,0,0.0409325,8.305122657E+024,4.77894089493175E-05,
Kepler-306 c,625552.6752,,0.0732442,3.416805585E+025,0.000100191929545,
Kepler-1484 b,2631304.53504,0,0.186962,2.975775549E+025,8.98440888247169E-05,
Kepler-85 e,2178727.2864,,0.168293,1.2803902437E+025,5.41463561277557E-05,
Kepler-583 b,562466.18592,0,0.0668402,3.272504385E+025,9.70125001671145E-05,
Kepler-610 b,604534.45392,0,0.0739053,1.0951872483E+026,0.00017873238947,
HD 38801 b,60160320,0,1.6471,1.900693635E+028,,
Kepler-964 b,1168344.91584,0,0.108427,2.994420783E+025,9.03219829142101E-05,
HD 132563 B b,133401600,0.22,2.62431,2.833752789E+027,,
Kepler-1227 b,8146548.66528,0,0.401332,3.293655903E+025,9.74903942566077E-05,
Kepler-351 d,12315822.9408,0,0.513692,4.281131799E+025,0.000116128263747,
HD 219134 d,4048617.6,0.138,0.237122,9.681908001E+025,,
Kepler-390 c,1128385.9008,,0.108535,2.398703658E+024,3.36815453227984E-05,
Kepler-61 b,5173421.184,0,0.257458,3.044356593E+025,9.15831454163826E-05,89.8
Kepler-1486 b,4721723.35776,0,0.28916,3.358268664E+025,9.89240765250872E-05,
Kepler-803 b,4344743.397888,0,0.271,8.555751057E+025,0.000161528202249,
GJ 1132 c,771465.6,0,0.0476476,1.5938599176E+025,,
HD 147873 b,10073894.4,0.207,0.520622,9.513797103E+027,,
GJ 667 C c,2427840,0.27,0.125003,2.481354069E+025,,
HD 207832 c,99852480,0.27,2.1118,1.3866092178E+027,,
Kepler-80 b,609379.2,,0.0645109,4.221911346E+025,0.000115172475568,
Kepler-1462 b,5672059.26624,0,0.318487,8.746760277E+025,0.000162961884517,
Kepler-886 b,539262.461088,0,0.0684849,2.359381581E+025,6.49935961710718E-05,
Kepler-1468 c,306333.810144,0,0.046104,9.210764583E+024,4.9223091217797E-05,
Kepler-272 d,944983.0656,,0.0964303,3.225169794E+025,9.5928636372144E-05,
WASP-136 b,450606.8448,0,0.0655498,2.845619664E+027,0.000631102155644,84.7
Kepler-1544 b,14585285.4336,0,0.557231,2.494170294E+025,7.59851602294148E-05,
Kepler-44 b,280518.336,0,0.0454854,1.938743583E+027,0.000592588670972,83.78
K2-32 d,2740540.608,,0.18721,9.11584857E+025,0.000165650516665,88.4
HD 5891 b,15302304,0.066,0.636168,9.927258015E+027,,
Kepler-292 b,222983.4528,,0.0368224,1.4603167518E+025,5.62782416609848E-05,
Kepler-228 d,958546.3104,,0.0973508,1.0083008376E+026,0.000172244977206,
Kepler-1000 b,10369566.19008,0,0.532697,1.4251281447E+026,0.000203104988035,
Kepler-140 b,281168.928,,0.0429776,2.275345119E+025,6.86423175443522E-05,
Kepler-245 d,3134342.1312,,0.214468,5.199798807E+025,0.000129183852378,
Kepler-884 b,492410.460096,0,0.0624428,1.1568456321E+025,5.25683498442493E-05,
Kepler-1073 c,347831.067456,0,0.0495271,2.307793902E+025,6.97725370660035E-05,
Kepler-908 b,115827.621408,0,0.0246365,1.1210152644E+025,5.20904557547561E-05,
HD 173416 b,27959040,0.21,1.16272,5.160818496E+027,,
Kepler-65 d,702538.272,,0.0852473,2.211510825E+025,6.6380444818781E-05,
Kepler-1379 b,76191.07536,0,0.0169132,1.3873971783E+025,5.54357143812083E-05,
Kepler-104 c,2044932.912,,0.161331,5.548039374E+025,0.00013344714555,
Kepler-263 b,1431482.7168,,0.127191,4.140741921E+025,0.000113834850011,
Kepler-1008 b,1074756.550752,0,0.0979413,1.3075473498E+025,5.4479926202222E-05,
Kepler-278 c,4413206.16,,0.269422,7.506434502E+025,0.000153058963195,
Kepler-1587 b,812682.43488,0,0.0894717,1.5129088431E+025,5.68693966496878E-05,
Kepler-1569 b,500411.654784,0,0.0679911,2.363634669E+025,7.16841134239763E-05,
Kepler-1273 b,2473256.4192,0,0.179399,3.707876295E+025,0.000106092487867,
Kepler-1365 c,412532.35632,0,0.0554927,2.461683537E+024,3.39304803540154E-05,
HD 76700 b,343091.808,0.095,0.0511051,4.407680154E+026,,
Kepler-366 b,283561.2576,,0.043221,2.046893535E+025,6.2246660944665E-05,
HD 39091 b,185846400,0.6405,3.34651,1.91540856E+028,,
Kepler-1636 b,36761286.24,0,1.11079,5.915304915E+025,0.000137633497774,
Kepler-1068 b,1462185.313632,0,0.129431,7.715880099E+025,0.000154837684996,
Kepler-596 b,1840339.57392,0,0.160247,6.905723796E+025,0.000147669273653,
HD 7449 b,110160000,0.82,2.33982,2.49318297E+027,,
Kepler-145 b,1982966.4,,0.17338,,,
HD 149026 b,248476.99104,0,0.0431325,6.863249877E+026,0.000312542734529,84.55
Kepler-186 b,335818.71648,0.04,0.0378277,7.026367194E+024,4.55786231019131E-05,
WASP-92 b,187891.85088,0,0.0348186,1.5265775844E+027,0.000714141032634,83.75
Kepler-418 b,7489027.584,0.2,0.380735,1.8987E+027,0.000572316403695,89.952
Kepler-219 c,1962542.5632,,0.156968,7.457068302E+025,0.000152632681667,
OGLE-2006-BLG-109L c,425736000,0.15,4.52773,5.145477E+026,,64
Kepler-561 c,462253.995072,0,0.0590575,4.163697204E+025,0.000114216687389,
Qatar-5 b,248765.63616,0,0.0412815,8.202099195E+027,0.000542988043423,88.74
HD 30669 b,145497600,0.18,2.69464,8.897004408E+026,,
Kepler-1240 b,420455.3616,0,0.0558238,9.210764583E+024,4.9223091217797E-05,
Kepler-361 c,4768245.1872,,0.283685,3.778849701E+025,0.000107439671306,
Kepler-265 e,5860600.4736,,0.325506,3.942479667E+025,0.000110424119895,
Qatar-2 b,115527.01248,0,0.0215077,4.716541683E+027,0.00054671083838,88.3
Kepler-1448 b,1060184.90736,0,0.102351,2.280319713E+025,6.88167488870172E-05,
Kepler-293 b,1663562.5344,,0.140591,5.336030532E+025,0.000130888978489,
Kepler-166 b,660981.9456,,0.0759843,3.262327353E+025,9.67811994277998E-05,
Kepler-1551 b,2116572.75072,0,0.172447,4.10650836E+025,0.00011326089921,
HD 216437 b,116899200,0.319,2.48556,4.116704379E+027,,
Kepler-1052 b,3011370.70464,0,0.210888,4.862361843E+025,0.000124730357358,
HAT-P-49 b,232549.7472,0,0.0437742,3.283972533E+027,0.000675264348454,86.2
Kepler-623 b,783732.442176,0,0.0821845,5.150432607E+025,0.000128553510074,
Kepler-1621 b,7971584.8896,0,0.418658,3.070539666E+025,9.22335592721828E-05,
Kepler-367 c,4629194.2368,,0.278143,1.0534652145E+025,5.11619075388708E-05,
Kepler-313 b,1293444.1152,,0.118876,3.801672075E+025,0.000107865952834,
Kepler-67 b,1358717.76,,0.117046,5.083351536E+025,0.000127685654407,
Kepler-1439 b,697587.421536,0,0.0608017,2.033811492E+025,6.21262316341128E-05,
Kepler-150 c,637804.6272,,0.0741975,8.018096178E+025,0.000157322734261,
Kepler-87 b,9913220.64,0.036,0.477022,1.936749948E+027,0.000578251848287,89.274
HD 12484 b,5082912,0.07,0.297295,5.666024592E+027,,
Kepler-681 b,2280472.398144,0,0.161056,5.379358866E+025,0.000131420874611,
Kepler-564 b,324071.908992,0,0.0464443,1.3434764499E+026,0.000197370258961,
HAT-P-7 b,190489.2768,0,0.037964,3.40171092E+027,0.000651369643979,83.111
Kepler-316 c,589918.9824,,0.0704356,9.363913725E+024,4.94563035334697E-05,
PSR B1257+12 C,8485464.96,0.0252,0.416595,2.330065653E+025,,47
HD 49674 b,427452.768,0.087,0.0571073,1.928528577E+026,,
HD 82943 b,38223360,0.203,1.1851,3.199537344E+027,,70.59
K2-105 b,714260.3328,,0.0802803,0,0.000156828113879,88.95
Kepler-342 c,2266629.5232,,0.17279,2.74438098E+025,8.35640825946871E-05,
Kepler-783 b,370884.647232,0,0.0504566,2.341818606E+024,3.34525862645223E-05,
Kepler-1378 b,1032824.680704,0,0.0908478,3.129323418E+025,9.36672415406623E-05,
Kepler-828 b,49062.856896,0,0.0125101,2.303066139E+025,6.45157020815786E-05,
WASP-38 b,593730.432,0.028,0.0758454,5.143597287E+027,0.000520904557548,89.5
WASP-69 b,334207.14048,0,0.0452527,4.927942941E+026,0.000505134052594,86.71
Kepler-139 c,13571096.6592,,0.569736,6.535553244E+025,0.000144105617428,
Kepler-1199 b,1299863.79072,0,0.116835,9.210764583E+024,4.9223091217797E-05,
Kepler-817 b,344745.178272,0,0.0497212,9.510151599E+026,0.000385182636132,
HD 77338 b,495599.04,0.09,0.0612143,9.458165193E+025,,
Kepler-29 c,1148316.48,0,0.109809,4.775895045E+025,0.000123530843193,
Kepler-605 c,203813.411328,0,0.0336073,3.278200485E+024,3.67978448909745E-05,
Kepler-444 c,392764.38624,0.31,0.0489676,5.188349646E+023,2.16486022540408E-05,88.2
HD 220773 b,321814080,0.51,4.94302,2.752640325E+027,,
Kepler-655 b,4009507.41312,0,0.264783,4.251398157E+025,0.000115650369657,
Kepler-559 b,1519562.015712,0,0.130567,7.602622644E+025,0.000153881896817,
WASP-6 b,290390.9184,0.054,0.0428704,9.89906232E+026,0.00058494236554,88.47
HD 7924 d,2112566.4,0.21,0.155066,3.869569587E+025,,
Kepler-1337 b,2108182.02336,0,0.146185,3.539005917E+025,0.000102747229241,
Kepler-1552 b,15964288.0992,0,0.601409,3.658567056E+025,0.000105136699688,
Kepler-206 c,1135077.4944,,0.108963,2.477955396E+025,7.54637777777778E-05,
Kepler-169 c,535288.5216,,0.066017,1.084138713E+025,5.15881890666988E-05,
HD 159868 c,30438720,0.15,1.02595,1.386051E+027,,
HD 137388 b,28512000,0.36,0.88883,4.325542392E+026,,
HD 95086 b,,,,8.54415E+027,,
Kepler-196 b,1791926.1504,,0.147733,2.656718001E+025,8.10063934277196E-05,
Kepler-352 b,868783.968,,0.0911742,3.236789838E+024,3.66659939116833E-05,
Kepler-329 b,640776.7008,,0.0744278,1.7802685875E+025,5.96889717776976E-05,
Kepler-179 b,236384.0064,,0.0382833,2.312103951E+025,6.99211621278359E-05,
Kepler-1080 b,6674818.14144,0,0.366455,6.136693335E+025,0.000140022968222,
Kepler-176 b,469417.5936,,0.0604835,1.910680797E+025,6.09678163611813E-05,
WASP-104 b,151667.74368,0,0.0291939,2.4151464E+027,0.000543365579754,83.63
WASP-83 b,429516.1728,0,0.0590285,5.6961E+026,0.000497009853073,88.9
GJ 536 b,752336.64,0.08,0.0666108,3.221125563E+025,,
Kepler-1095 b,369017.070624,0,0.0504666,1.0859102001E+025,5.16125616652629E-05,
Kepler-1170 b,863109.498528,0,0.0842697,3.539005917E+025,0.000102747229241,
Kepler-310 c,4879476.288,,0.28808,6.535553244E+025,0.000144105617428,
Kepler-339 b,430069.4784,,0.0570545,1.8665664012E+025,6.05415348333534E-05,
Kepler-124 d,2674153.5264,,0.192925,8.024627706E+024,4.73247047366943E-05,
Kepler-52 c,1415664.18144,,0.10281,2.570156268E+025,7.83779759355072E-05,
Kepler-1132 b,5433836.20992,0,0.295466,3.424571268E+025,0.000100357758794,
Kepler-1265 b,561117.273696,0,0.0607742,1.5562960368E+025,5.7347290739181E-05,
Kepler-1494 b,7869353.6448,0,0.390823,5.340416529E+025,0.000130942980521,
WASP-99 b,497016.864,0,0.0716458,5.278386E+027,0.000525683498442,88.8
HD 100777 b,33151680.864,0.36,1.03378,2.212023474E+027,,
Kepler-818 b,867057.333984,0,0.0891946,1.6475570523E+026,0.000217919704809,
HAT-P-5 b,240925.6224,0,0.0407152,2.004286707E+027,0.000599279188224,86.75
Kepler-1381 b,2193200.80704,0,0.166753,3.230713998E+025,9.60567119881282E-05,
Kepler-125 b,359803.2096,,0.0506571,3.456944103E+025,0.0001010444926,
Kepler-193 b,983964.672,,0.0990643,3.497747166E+025,0.00010189753355,
Kepler-1078 b,259826.609088,0,0.0399419,2.66463558E+025,8.12419952138398E-05,
Kepler-585 b,237803.8824,0,0.037917,4.560601452E+025,0.000120429310552,
HD 222582 b,49453632,0.725,1.33658,1.4487137961E+028,,
Kepler-119 c,356408.8992,,0.050338,4.111938642E+024,3.92240653939224E-05,
GJ 273 e,60463951.098912,0.623344,1.02111,5.419136631E+025,,
Kepler-558 b,2506283.024832,0,0.175021,3.447051876E+025,0.000100835652883,
Kepler-670 b,243346.01904,0,0.0389008,1.8987E+027,0.000562003449244,
Kepler-770 c,127467.847584,0,0.0248451,1.0515247431E+025,5.11346675757697E-05,
Kepler-1188 b,1480632.85152,0,0.131797,2.938959756E+025,8.88883006457306E-05,
Kepler-434 b,1112374.93536,0.131,0.114265,5.430282E+027,0.000540020321127,86.46
Kepler-1398 c,357547.04208,0,0.0525427,6.180496344E+024,4.39662562333721E-05,
Kepler-16 b,19766246.4,0.0069,0.646795,6.322671E+026,0.00036023656466,89.9678
Kepler-32 d,1968209.28,0,0.128069,4.212038106E+025,0.00011501142526,
Kepler-58 c,1345607.14752,,0.119982,4.656163023E+025,0.000121827150764,
Kepler-758 b,1046278.97856,0,0.108438,3.68309826E+025,0.000105614593778,
Kepler-1122 b,3645365.96448,0,0.230686,2.867093961E+025,8.69767242877579E-05,
K2-26 b,1258545.6,,0.0962142,4.305473133E+025,0.000116516313748,88.4
Kepler-1534 b,493921.905408,0,0.0604111,2.648591565E+025,8.07641011243466E-05,
WASP-33 b,105396.753312,0,0.0255483,0,0.000715407451971,87.67
HD 128311 b,39242880,0.345,1.08649,2.76678564E+027,,
HD 181433 d,187660800,0.48,3.02208,1.0167196734E+027,,
TrES-1 b,261797.616,0,0.0392516,1.4287413708E+027,0.000509912993489,90
KELT-10 b,359966.06496,,0.0525079,1.29168561E+027,0.000684172294282,88.61
HD 4208 b,71539200,0.052,1.65355,1.5331186059E+027,,
Kepler-773 b,323922.245184,0,0.0478522,1.931870289E+025,6.11704434551264E-05,
Kepler-62 e,10574271.36,0.13,0.426299,0,6.85811471008971E-05,89.98
Kepler-120 b,545400.0864,,0.0668458,3.047622357E+025,9.16648653056859E-05,
HD 5388 b,67132800,0.4,1.76349,3.731116383E+027,,
HIP 65426 b,,,,,0.00071684113424,
Kepler-1393 b,211125.149568,0,0.0349032,2.461683537E+024,3.39304803540154E-05,
Kepler-1001 b,1235962.353312,0,0.111348,5.61977226E+025,0.000134288239148,
CoRoT-10 b,1143987.84,0.53,0.105463,5.231602032E+027,0.000463557266808,88.55
Kepler-1309 b,2492058.07008,0,0.174358,3.447051876E+025,0.000100835652883,
11 UMi b,44601408,0.08,1.53498,2.105145651E+028,,
Kepler-286 d,510997.5072,,0.0640044,1.4981217675E+025,5.67045231888127E-05,
Kepler-338 c,2100457.9584,,0.164238,3.396983157E+025,9.97656480166847E-05,
WASP-138 b,314015.0112,0,0.0491772,2.28926259E+027,0.000562022565008,88.5
HD 76920 b,35890560,0.856,1.14933,7.490447448E+027,,
WASP-62 b,381192.7392,0,0.0567187,1.067582049E+027,0.000664272784396,88.3
Kepler-496 b,717867.305568,0,0.0763472,3.358268664E+025,9.89240765250872E-05,
Kepler-1641 c,2821583.1168,0,0.20765,4.932594756E+025,0.000125686145537,
Kepler-1616 b,584309.701728,0,0.0745798,5.943386688E+024,4.34883621438789E-05,
Kepler-300 c,3517772.112,,0.23162,3.225169794E+025,9.5928636372144E-05,
Kepler-1582 b,418018.503168,0,0.0366252,2.192884578E+025,6.35599139025923E-05,
HD 4732 c,236044800,0.23,4.60219,4.490292591E+027,,
Kepler-258 c,2907626.0256,,0.203997,7.606173213E+025,0.000153912004144,
Kepler-555 b,1401213.951648,0,0.126633,4.560601452E+025,0.000120429310552,
Kepler-1270 b,521299.753344,0,0.0704248,6.273760488E+025,0.00014145665049,
Kepler-632 b,2678106.873312,0,0.187138,3.149259768E+025,9.41451356301555E-05,
